"municipio","idx1_servicio1","idx1_servicio2","idx1_servicio3","idx2_Adultez1","idx2_Adultez2","idx2_Adultez3","idx3_climatico1","idx3_climatico2","idx4_Capacidad1","idx4_Capacidad2","idx5_viviendas1","idx5_viviendas2","idx5_viviendas3","idx6_crecimiento1","idx6_crecimiento2","idx6_crecimiento3","idx6_crecimiento4","idx6_crecimiento5","idx7_gini1","idx8_demografica1","idx8_demografica2","idx9_infnin1","idx9_infnin2","idx9_infnin3","idx9_infnin4","idx10_juventud1","idx10_juventud2","idx10_juventud3","idx10_juventud4","idx10_juventud5","idx11_pobreza1","idx11_pobreza2","idx12_salud1","idx13_saludmental1","idx13_saludmental2","idx14_seguridad1","idx14_seguridad2","idx15_vejez1","sub_grp"
"abejorral",0.476785484738523,0.0302243362408857,0.339081410948145,0.731752290583497,-1.10130944255734,-0.0392485136801634,-0.206825653242827,0.141597251919964,0.143176192407987,-0.0924880398704478,0.149497132538048,1.76561984954856,-2.91808712200503,0.738432121722301,0.0390497619048625,0.768020051869091,0.0376878618614335,0.520933460420942,1.20374839876591,0.226564040416678,-0.850230551273459,0.406577434830341,-0.0173782810869361,-0.396645289001278,-0.887402267491942,-0.984193985826354,-1.55610994564892,-0.762019185400674,-2.80582540294442,-1.34717145055072,1.03920610059997,1.14480983759767,0.446228626168935,3.11358608791597,2.17272303225914,-0.0524416752185536,2.63947123718199,-0.807614158439773,1
"abriaqui",-0.807720905300284,-0.979942493825708,0.718726811355707,1.3373057129098,0.370823429318961,-0.0187659338808026,0.149067448629029,0.128319298518352,1.26045958796641,0.994420156392498,0.0825750455828391,0.148702008594388,0.491468423677589,2.50691382113226,0.930483817802322,-1.82203747487692,-0.00135742191060165,-0.816885372008478,-1.26856290153421,-0.0315891431435402,-0.8550889472095,1.77181568985797,0.366458275487084,1.06991617397128,0.385219744943102,0.466792523874836,1.01980201444387,-1.90609688721823,-0.491382548225519,1.14522662365462,-0.995671225944173,0.298474230067996,0.653677292943986,0.926090263361294,-2.99201466068325,-1.34065844337638,-1.15112795870059,-0.413257007396632,2
"alejandria",0.437058482984745,-0.00101793685395738,0.350823021270028,1.47293317159375,0.589998494527537,0.282575770691459,0.422023490369058,0.148317459930929,0.594523666813936,0.214706628596909,1.14877527563846,-0.235275426231603,0.184604810132405,0.371947033489038,-0.405789611956398,0.594186756940764,0.733450691414428,0.00326205485015201,0.190854455094815,0.899039169565376,-1.24610929709903,1.27102034633747,-0.232176457149076,-0.463506456415926,-0.92274004376388,0.711437231053355,1.94642424234053,0.138623181675027,-0.0211597801112309,0.594024534510727,0.242619686469364,-0.132677824062022,0.48403353519988,-0.0602830307040827,-1.29110906690545,-0.801558255746197,-1.30445141884264,-0.177907270098991,2
"amaga",-2.75663155556854,1.04878977688156,-4.85343790020537,-1.32817165138443,-0.414864219949657,-0.336293590716535,0.16710622321309,0.482464280992294,-0.351989792379326,-0.595373746305568,0.881035420490648,0.0711515201558356,-2.13197385305464,-2.20342941417877,0.683363330264303,1.1398289264706,0.33765629219389,0.751615058637507,0.495993649978607,-1.98761699385957,0.188126495692707,-0.198385152804379,0.306521969717807,-0.0865556756872609,-0.0915360558525033,-0.887752613280146,0.786468462229584,-0.0652164472078468,0.948567810286204,0.148147580400434,-0.354902404614543,0.603696139306953,0.382476421294386,-1.39174580966267,-0.326037680260779,-0.335271156629104,-0.158337950837459,-0.157777173667063,1
"amalfi",0.542997154328152,0.0822947913989576,0.319512060411673,0.187121191758012,-0.0261198301893098,0.332561592993941,-0.668472717191458,-1.16094104291152,-0.0161740406973444,-0.302894411111379,-0.438181942723151,1.00553846083026,0.886188396764475,0.678129553006228,-0.29596899067077,-0.885152756073851,-0.926555629763628,-0.567484708809811,1.06651303206069,-0.817308333414612,-0.13401991931122,0.510016592603603,-0.611669915522179,0.112363780673848,-0.230994834778731,0.335063575779744,-0.0596905431908805,-0.897938619194113,0.150048228106264,0.258702040836214,0.195657861003734,-1.05548851660377,-0.199978832773582,-0.320295697310827,-0.000241489560223392,1.16892749697209,-0.0863691221914342,1.09659165970348,2
"angelopolis",-1.36277727845256,1.14246697609836,-1.47047144593044,-1.7101950121615,-0.33035174236744,1.36127909676183,0.629675767125073,0.140715572586204,-2.3287645427236,3.68456933704173,-0.00828057404810252,0.00399462738655709,0.0866307654350735,-0.107517661524582,0.698521254833468,0.444641407854386,-1.09941527094662,-0.269496317698395,1.11459027325519,-0.659675967679543,0.265448885265635,-0.115753903697276,0.301484717521578,0.23026569189702,2.43342732024902,-0.182512029746335,0.914895586821469,1.22509320216786,-0.695853694596202,-0.585495572463178,-0.58305171940987,-0.00730587724223454,0.587125715441998,0.840213517973981,-2.26228833569252,-0.232545265043589,0.394922889605623,-0.45136633551343,1
"angostura",-0.157536745259121,-0.00288977577078165,-1.4899224950577,1.03749503525249,-0.778471107962736,-0.144010404071827,-1.51988905665597,-2.43205906542753,-0.328101261116508,-0.59410773386874,-0.66086165505236,0.573996897852977,-0.257584184292351,0.0896299526333346,-1.02444314231128,-0.0102953831307134,0.0244153122609265,-0.855042567483208,-2.92718542973888,-0.31134099407795,0.620142058091232,0.650087785860095,-0.568060574111056,-0.387976768805472,0.419892318895971,1.50302828466158,0.324962353317635,-0.720950181883455,0.367005357042144,-0.120682461008664,1.32159365272023,-1.54356467723399,0.467790566698108,0.472276203929453,-0.42633978450829,0.644380236963177,-1.15335826219496,0.547893269678301,3
"anori",0.898066906358685,-0.824268966537574,-0.660619171395282,-1.40629684441298,-0.961498339042303,-0.249356561218111,-2.07926670229878,-0.0254430485518775,0.794000418484375,0.441703476063671,-1.86546016197639,-1.73620658257474,-0.298081196335465,1.19770562402662,-0.303513644031378,-1.00170253759345,-0.368623096728398,0.600142271309069,0.0626751632757136,-0.504864490518895,-0.265142841679885,0.435068869475302,-0.0544369085668062,-0.391877597942381,0.0411498574044867,1.47658250480022,-1.60323222538525,-0.958553976220058,0.217930708629058,0.802212273630025,0.612096509843442,-0.397993814327213,-4.66936084966897,-1.17806079681588,0.335383231576129,4.16324629709517,-0.204071725873487,2.06832371715495,3
"santa_fe_de_antioquia",0.530586414168675,-0.43874277870395,-0.755720777413237,-1.33749938497981,-0.542504313148403,-0.863281625744931,0.75646554527435,0.116143662867605,-2.70524327169572,3.23104250345646,-0.100460709256032,1.6813213409751,0.196340006763074,-1.3702442860571,-1.08865099246873,-1.01248738190867,0.123674013060023,-0.985338350107655,-0.557585705423466,-1.12007947284737,0.57403666336192,-1.03477774493673,0.553865654058575,0.0838878387142512,0.320866194757522,-0.771323070783244,-0.398778106333948,1.74646607723367,2.01738416096101,-4.11525571943805,0.433250040150514,1.51333453997595,-0.484220291830987,-1.13776726606693,-0.249012379712497,0.00619157962069455,-0.105439267677496,0.258761133276722,2
"anza",-1.78717499691065,1.60318323834097,0.050460273336424,1.05799441923079,0.875637770357992,-2.29215516865529,-2.40558156667298,2.42761601722608,0.419264851588724,0.0496484276400478,0.206294122197084,1.43286575401041,0.674092008516016,-0.0617521573733391,-0.00605226264701155,-1.46990586339302,1.09366136206928,1.8740176383366,-0.470020848215869,-0.254694066596399,0.048343660991036,-0.845489113800308,0.318260164587795,-0.0379286459573711,0.935071766285044,1.212397897775,-0.99664390579867,0.134699452091531,-0.315253054361477,-0.40591113967423,-0.799429466648226,-1.69165556095338,-0.419680667743192,-0.253680460279605,0.380521155714014,-0.0810773603558726,0.17796096339494,0.21422594837422,2
