"municipio","idx1_servicio1","idx1_servicio2","idx1_servicio3","idx2_Adultez1","idx2_Adultez2","idx2_Adultez3","idx3_climatico1","idx3_climatico2","idx4_Capacidad1","idx4_Capacidad2","idx5_viviendas1","idx5_viviendas2","idx5_viviendas3","idx6_crecimiento1","idx6_crecimiento2","idx6_crecimiento3","idx6_crecimiento4","idx6_crecimiento5","idx7_gini1","idx8_demografica1","idx8_demografica2","idx9_infnin1","idx9_infnin2","idx9_infnin3","idx9_infnin4","idx10_juventud1","idx10_juventud2","idx10_juventud3","idx10_juventud4","idx10_juventud5","idx11_pobreza1","idx11_pobreza2","idx12_salud1","idx13_saludmental1","idx13_saludmental2","idx14_seguridad1","idx14_seguridad2","idx15_vejez1","sub_grp"
"medellin",-0.808805571097357,-0.352185245634781,-0.228600373085893,-0.400809371398334,-1.16506879381299,-1.36157848981102,0.406754533303296,-0.290883520908405,2.81381066003104,-3.43961899144544,0.424652341100378,0.030280843990474,0.737972430878175,-0.98483799955944,0.756398047527313,0.0545261543314698,0.0732437019621806,-0.726288131737387,1.28147341524686,0.527493892672578,0.657567553591472,0.0545184806381923,2.22648599722213,1.21884333931735,-0.489667332155812,0.404963689899129,-0.781972504709374,-0.639453648048274,1.10578508662342,-0.911719772161034,0.58435012100434,-1.15625663110396,-0.953159273436134,0.170052725478228,-0.406062635699859,-1.25096134030683,-1.48656537924899,0.41430164594064,1
"andes",-1.14867645119219,0.317270567725101,-0.275555987459925,1.38319992681194,-1.23982170944733,1.34783336106177,-0.150175913588944,-0.882464170834057,-0.849598613820382,-0.417272430281591,-0.305812569342949,1.01201948376916,0.768558178657392,0.646585659441886,-0.358439310306777,0.923735950205822,-0.802993389989341,-1.74727904512846,-0.224949204768826,-0.827671227911883,0.263762502090322,0.981533633342956,0.380271508804463,-0.283439738036383,1.83212220298839,-1.25465308156302,0.529309909944879,0.249935018266056,0.0156311917521828,0.196112475536574,1.29403566927515,1.41657851430278,0.193483322796519,-2.07514031734376,-1.76294668337609,-1.53198962048238,0.716671874964868,-0.0793793288476826,2
"barbosa",3.23596584675251,1.12104415144193,0.21255654367734,1.35844964989859,-1.60144163813399,-0.169230215586319,-0.779782025260511,0.0434553786095566,-1.02318278351181,-1.03859677258935,-0.68507662358724,0.467307356919068,-0.345462113634292,0.0149750651427267,-0.0790828467326091,1.17826947200858,1.32158767686226,1.60245199823948,-0.229060556931215,0.0969629724044914,-0.814494696464554,0.529569734330783,-0.149161602958803,-1.24792571004729,-0.380091790380105,-1.19162560441903,-0.0287657420062217,0.802579278786616,-0.132514575195944,-1.29721770677717,0.647685130953659,-1.51362485693601,0.288209967721364,-0.475526986564994,0.240340989723259,-0.351110350408302,0.769385664747826,0.664540961813157,1
"bello",-0.717225711623431,0.833283647167488,1.02419264718563,-0.0181840389840949,-0.707340718943093,-0.843264223596691,-0.252774628506276,-1.13270846927388,-0.385721229558396,0.0204117306275798,-1.34555036001521,-1.08175016815493,-0.62856543615905,-0.795466796032489,0.0648006337613675,0.692944882783513,-0.993722464969449,-0.739242783039713,0.501586540676563,0.701555764345317,0.878367667632956,0.715368065091211,0.286459313819613,0.575825502416594,-0.449395260115914,-0.262723038459533,0.156057177723751,-0.649503085947152,-0.753687436870115,-0.251104318732713,1.25867685717713,-0.56896525104611,-0.575683604522101,0.202536638317438,0.391070979597511,-0.113514285012982,-1.08377043382379,-1.02015447108671,1
"ciudad_bolivar",0.379405402730192,-1.54764144351082,1.65145597759142,0.737768476761261,0.492118525666327,1.64540631749621,0.735040227624751,-1.045324123815,-0.751299330377032,-0.410650571274817,0.194830346693049,-0.381419225302013,0.245099804085126,1.0762694590287,0.079247434788251,1.45818191823726,0.601834062011385,-1.03956872014368,-1.06349438812963,-1.8228984650717,0.699177338501936,2.05202073246321,-0.933172174887787,0.869422748893705,0.699731888193339,-1.93608808370107,-0.700943426313449,-0.823621343969072,-1.13021787072111,1.62689886560335,0.81474591298609,0.215563678919003,-0.556298950699586,-0.215627496663813,1.79583196833119,-2.16065183169829,2.54695170291521,0.0268230746322209,2
"caldas",-0.894075955872387,-0.166519746154991,-0.381493588835899,-1.33029190776135,-0.582232728961678,-0.297618614414008,0.894907723846866,-0.79700999914031,-0.0482409098390756,1.02221738045973,-1.00522756665779,0.659472309132207,0.126044710959555,-0.737914879759914,-0.253412619698754,0.612586766667593,0.0611418917417242,0.156528236614272,1.37505422626896,0.793918284174971,-0.0226015195748577,0.202419042641497,0.286249124314393,0.833776374200681,0.415692257849686,-0.452488055055,-0.222705696497684,-1.93806771699748,1.48361716316177,-1.06005737181781,-0.440751767595339,-0.663912023821311,0.12258065450907,-1.11934689225718,0.731295644849593,0.512877890560585,0.0726683144923874,0.69157089170404,1
"el_carmen_de_viboral",-0.453711035534417,0.770820867471485,-0.818689419388177,-1.56748661480404,0.580658386068524,0.655785841151159,-1.16088615048407,-1.22942562607577,0.158758240410708,-0.160390260272621,-0.196837916823575,0.0344764217238942,-1.7674593293823,-0.170397854453283,-0.369098500928023,0.338862595280035,-1.23952711820128,-0.538267265340982,-1.52218757510972,0.00659088131914742,0.538002153191815,-0.631825843958435,0.0862090280617717,-1.33123408522566,0.703893558268706,-0.321813133306211,0.579134582882216,-0.43613584938349,0.193251927397732,-0.0943471354223823,-0.839741618782317,-0.0126701612567415,0.490979105584075,-0.311440873995305,-0.979474575962416,-0.818315331341223,-0.769182758720732,-1.15842469513516,2
"copacabana",0.156679911356476,0.558909050632663,-0.301700828973884,-1.30296546482954,0.11154631763382,0.0167975248366569,-0.413424751518421,0.436277926820342,-0.140095365074787,0.78279308168597,-1.27421467948448,0.491635380354437,-1.35136928116276,-1.01332925315709,0.0984860299974857,0.746791229378507,0.344868965708011,0.289160470997086,-1.36684798911356,0.765338570467724,0.0833152287234022,-0.254837486047895,-1.18760221107722,-0.497282148528348,-0.875048306115376,0.885044526190605,0.26891398425563,0.148366567908435,-0.787514084214756,-0.0702138259045278,0.021332226376343,-1.82044227225692,0.382916454737624,0.136657659768129,1.39363154555557,0.243846626495051,-0.197919774187141,0.658873661305503,1
"entrerrios",0.704379079385946,-0.260554973123122,0.350519321449439,0.661224218602093,0.33477903845084,0.896690276711887,-0.284898955122816,-1.01782175533049,-0.743192193211087,-0.523322143484766,0.513235588548285,0.998968348192391,0.447847615550231,1.45579328232406,0.869012812494188,-0.106837804794364,-1.24334268023384,1.24591176502579,-0.447640744756964,-0.172709070035631,-1.00280910700582,0.0209488306056186,0.0522779216127199,-1.77129878945965,0.916219693778514,-0.0932769284758826,2.77648449480337,0.850691326890056,-1.15457370571051,-1.30451672962802,-0.353281510903327,0.449898484718285,0.425553413028848,0.530537365647481,-0.905600613365761,0.216701128664215,-0.210164733941928,-1.53195464101684,2
"envigado",-0.440220035629871,-0.0245288294452819,-0.553746986587055,-1.77628965469048,-0.267673037453758,0.00257597194500794,0.589262302493995,0.00977503851706229,1.16949367814216,1.09497427893829,0.970922517294547,1.06369405458655,0.129752843069186,-1.30219289463017,0.952870568284037,-0.235232008910307,-0.403177215115709,-0.125249710780532,1.74498955076772,0.646991812444945,1.41755117185403,-0.961351393345459,-0.243281099883847,-1.20681665647454,-1.012654905803,1.42934391903368,0.996946931552866,-0.898022217040409,-0.307661449646217,1.27465301623328,-1.81967289279274,0.478810516650633,0.473810483270137,0.621086673345652,0.29499955626424,1.09699806837815,-0.322426102792916,2.01595628186025,1
"girardota",1.58802683066704,0.911491307833929,-2.45691942481966,-0.322727502357524,-0.877982191200166,-1.15786844440026,-2.0623631841376,1.13184111309077,-0.578901981242322,-0.317784357636689,-0.529905860855123,0.704273337531201,-0.780715203474693,-1.0779861025847,0.434812743009136,-0.0165490995185133,-0.610280836826752,-0.33071660829962,0.818411426635279,0.626548405173183,-0.692810592662321,1.85765240915537,-0.203285345209263,0.181262371086813,-1.37100336058145,-0.235463772605508,0.601438200331657,-0.204930476716926,-0.94427895278144,0.389659309988827,-0.00817440592728651,-0.591816592807831,0.422838096420189,-0.78503377146947,0.455433106590575,0.506430421482097,0.149150985018741,0.267023124913241,1
"guarne",0.650366791096595,-2.98491604677254,-1.39596206943446,-0.529089270230421,0.346844299176108,0.323160801310249,-0.0302889048207475,-1.17945058398925,0.686798644746386,0.644358452692454,0.377540534335237,-0.875976027162314,1.86266721393915,0.299259237223808,-1.23263211098301,-0.273188543127504,0.986713006256425,1.63953413839674,-0.627031613154258,-0.0977443472133804,-1.26797105968667,1.02887042092795,0.375501506922824,0.709048695561952,-0.41998984989601,-0.369451778976164,0.259753373597643,-0.0681658669589995,-0.727493762399181,-0.0596449120858551,0.183414877254799,0.691199130758872,0.767720079668793,0.0258397075708917,-0.227689875745242,-0.543664864413841,-0.809196257555325,0.745257811050511,2
"guatape",0.645272519705365,-0.278864925425594,2.15854824452335,0.283366009112396,0.916660785239497,0.565962483630675,-0.674231700202627,-0.405575657061591,-0.460384157624724,-0.561669743829464,1.20680484869083,-1.33754733743148,0.0490027516295508,1.14862759993783,1.43981459979666,-3.55686175011339,0.0322683815213225,-0.0448844852629923,-0.424013762767077,-0.947778125278305,1.13093038416033,-0.381834883169038,-0.448918192487812,0.575842228046999,-0.961585523858669,0.894335550465608,-1.61218713466364,1.47010105267537,0.495397863889339,1.34154831703486,0.856795416812558,0.93666921821139,-0.327033608277171,3.20917015521734,0.466187556364753,1.14247999990839,1.39778375881839,0.674535456590458,2
