nivl_vl,id_nivl,nvl_lbl,X,Y,code5,depcode,nvl_vl_,nvl_l_2,nvl_label,idx1_servicio1,idx2_Adultez1,idx2_Adultez2,idx2_Adultez3,idx3_climatico1,idx3_climatico2,idx4_Capacidad1,idx4_Capacidad2,idx5_viviendas1,idx5_viviendas2,idx6_crecimiento1,idx6_crecimiento2,idx6_crecimiento3,idx7_gini1,idx8_demografica1,idx9_infnin1,idx9_infnin2,idx9_infnin3,idx9_infnin4,idx10_juventud1,idx10_juventud2,idx10_juventud3,idx10_juventud4,idx11_pobreza1,idx11_pobreza2,idx12_salud1,idx12_salud2,idx13_saludmental1,idx13_saludmental2,idx14_seguridad1,idx14_seguridad2,idx15_vejez1,sub_grp
05002,mpio,Abejorral,-75.43996915359027,5.802327928317855,05002,05,5002,Abe,abejorral,0.5367530869445571,-0.3657534736924122,1.192455977144501,0.051612237317446914,-0.37360689101713485,-0.17181755072545432,0.09985741946021129,-0.5300317277133955,-0.7860418168756742,1.426890170222916,-0.4069142209027565,-0.9395388194796276,-0.7658180924568029,-1.146224418298195,-0.3590033181090703,-0.2204714387147687,-0.03450336785585645,0.3555317610946529,0.8141381164286066,-0.7277312736112597,0.47929309566372125,0.2292237499353827,-0.06570263845568618,-1.078741379660972,-1.0756032246886071,0.6228101748849331,-0.21657994063679628,3.549573545171649,1.467207656040711,0.25915839518301453,1.522432393245054,0.7848627941045552,Transición - Alto
05004,mpio,Abriaquí,-76.0871416147664,6.628242805445521,05004,05,5004,Abr,abriaqui,-0.7914700190223547,-1.5628128485135093,0.48389607799061096,0.902154972186345,-0.19401002883759572,0.14612691075286685,-1.2263650313152077,0.03462595046154386,0.1107739213276606,0.06962185908326635,-1.7089620923637294,0.8308125266150792,1.4664728388561277,1.3935254189272952,-0.11466490736102475,-1.7020078789685997,1.0357010883339635,1.2669843799464422,-0.3257066545555336,-0.105977022159597,1.961337523196476,0.7561617566411036,-0.43316929089061196,0.9119576401182827,-0.8175956073222334,0.8271793839198939,2.1640683958212277,0.7979645907114893,-3.0823352417627126,1.4932523731340244,-1.2205643808593023,0.3940959155383711,Transición - Alto
05021,mpio,Alejandría,-75.08992268709144,6.364688109831899,05021,05,5021,Ale,alejandria,0.49567402181155995,-1.6558775515387172,-0.4184409836531514,0.5342118458698406,-0.029707883723064685,0.41308563623264577,-0.6201267551386406,0.5231026234010174,1.1690230575591447,0.4331874946619939,-0.10208916413991759,-0.3569609101384948,-0.6503855476385483,-0.11583538858059438,-0.956771806905765,-1.1222539784987344,0.031727640036671584,0.6865801769874889,1.6567120997657965,0.2571295779671079,1.0126992739237208,-0.8091110028069355,-0.8143002469981232,-0.4031115632540485,0.14425091255976477,0.6700984911005546,0.07406231683552417,-0.15429570924051833,-1.2590069822149412,0.8715314434631501,-0.8527968989572121,0.14004203959144754,Transición - Alto
05030,mpio,Amagá,-75.70694035674894,6.032726554782707,05030,05,5030,Ama,amaga,-2.91717606281863,1.309484511759623,-0.07164470011544781,-0.7084992451568232,-0.28729247884206055,0.38150822179418953,0.6580330464464671,-0.6477726004838082,0.37108413978801913,1.1765575955288115,2.477840019978367,-0.29859066270196793,-0.321227255918615,-0.437703828850146,1.837191705386831,-0.08513510487479638,-0.5885618203633434,0.0844878857205672,-0.04420850423827427,0.7024497693004575,-0.4413456912970391,0.6420968756420731,1.1154040141251171,0.3815666915694191,-0.6886327132617327,0.49198800647424223,-0.45777032300498477,-1.4663894568750755,-0.02721001693483541,0.40356357300737533,-0.27354723901597044,0.16102957212812505,Transición - Medio
05031,mpio,Amalfi,-74.98142088861091,6.977017823056702,05031,05,5031,Ama,amalfi,0.6052181954995526,-0.10526880460191873,0.19921876684111658,0.597141644357112,0.2512332477401882,-1.3395387149210354,0.21163280789060465,-0.2640657308145452,-0.36479882936814606,0.014674216422734188,-0.8361031894830867,1.0008568415705004,-0.4526886307096049,-1.015662726307785,0.7775387337551979,-0.2269924136604881,0.7961593503606631,0.24857330184191545,0.44811419744856273,-0.5943574263196614,0.7591489102970655,0.1619245783364831,-0.12407651341550796,-0.0871266607312343,0.7672654971266399,-0.45558583770442046,-1.2202370440493895,-0.31299288972061234,0.05770313951596163,-1.4254629784323625,0.06038572714050131,-1.160892328463298,Transición - Bajo
05034,mpio,Andes,-75.92493905135751,5.624279481107275,05034,05,5034,And,andes,0.7546568360287553,1.054116863070757,0.21952077219393717,-1.533320932266657,0.18229760314152385,-0.5406865110215076,0.5877957612760081,-0.35386187985119893,1.2698799289189528,0.40979753152032405,-0.195918995241956,0.33228429067263326,-0.09786857864343738,-0.7887523215435346,1.1340578702843285,0.3450425339889614,-0.5061046416486141,-0.373072714175377,-0.3105872769983062,0.939165215655738,-0.6748857869680277,0.3415289482223625,0.127262297206886,0.4317378351558008,-0.11630204419053215,0.6375962309154107,-0.16898870437263147,-0.4567498885838935,-0.7345765031170509,-0.7420040063713425,0.8419809221558201,0.006157160859760092,Transición - Medio
05036,mpio,Angelópolis,-75.71816333813786,6.119759257449431,05036,05,5036,Ang,angelopolis,-1.3696060850689564,1.6035579369667916,-0.9922481144515367,0.5403347447067589,0.13481456538408898,0.6062391354141542,0.7459083048857368,-1.5134314736499832,0.049292838997416946,0.25376355058898964,0.3920184383332667,-0.3394286630251307,-0.2219835741769287,-1.069354650848137,0.6141743352159529,-0.22962395366061847,-0.05921561265458392,-0.2892797130654551,-2.22010004084759,0.6535006904671199,-0.15976331028969798,-1.1822878370450332,0.3827141660435303,0.6471592890188825,0.02782074178081054,0.7655562428649976,1.3441549289487602,0.6425236160948637,-2.4828584417007717,0.2747931433671475,-0.3417507098567565,0.43693738308758356,Transición - Medio
05038,mpio,Angostura,-75.35932847383421,6.861471413586091,05038,05,5038,Ang,angostura,-0.26210447094874945,-0.7986682015784018,0.8997708851729793,-0.14985575512456273,0.6635613231293908,-2.846421586618676,0.5989820855636303,-0.4982402759125302,-0.9020563244065448,-0.2451624962906878,-0.9844899099175601,-0.4019096463866102,0.1356027420831078,3.0623458445147493,0.18199018365098324,-0.3537688839092758,0.35632411947588255,0.06590848558847104,-0.3107942461033993,-1.613260372457032,1.2863289609989215,-0.29216749743141307,-0.8191894179880245,-1.415125410806092,1.6727173470845393,0.6550583857160496,-0.1260505747963953,0.5055396132485663,-0.537523407798299,-0.9618089471777853,-1.1009239064998184,-0.590846397193382,Transición - Bajo
05042,mpio,Santa Fé De Antioquia,-75.90499964678077,6.534498010517901,05042,05,5042,San,santa_fe_de_antioquia,0.4217694749199096,1.0846052561535828,0.6863896193782105,-0.4553699343662329,0.24325403328221115,0.7121420543175031,1.0708611464423816,-1.1576698894709598,-0.1990577236031735,0.5923157305849936,0.05024546554137472,1.2323231035271387,0.42089285178061775,0.6279195912964952,1.0614317979187282,1.3292990080823879,-0.21634918921827181,0.1390212511007348,-0.9618334044343432,0.7544008138377358,-1.0361036823931888,-0.48747420745361836,0.8520453115113067,-0.5427056671167302,-1.2029142252191707,-1.2963265837240834,2.470213012139037,-1.1649652998518034,0.029067976071655528,-0.05759355803049102,-0.26419764511820343,-0.28194600330992,Transición - Medio
05044,mpio,Anzá,-75.91231309090341,6.305861557837838,05044,05,5044,Anz,anza,-1.6833679815082374,-1.643824620135053,0.860844770199051,-0.7815335738719985,-2.9304792397626236,-0.8766484206818212,-0.4044997737431944,0.40052347917060516,0.006183528395046167,1.011843438094753,0.12326932819379238,0.24419918761003076,-0.5009178035407846,0.5394044207376806,0.08419755014628004,0.5228935849394698,-0.32541525293254697,-0.6009195910582742,-0.9638265958424486,-1.412501530683112,0.27908104832400893,-0.25962899077517465,-0.5719478633695986,0.6868157661848959,2.0224302526060876,-0.8958226213833872,-1.7123029965851086,-0.1571195084403652,0.4592854399421424,0.12325275355309749,0.07889868479984563,-0.25218972269637846,Transición - Bajo
