CODIGO_MUNICIPIO,NOMBRE_MPIO,casos,NOMBRE_DEPTO,edad_3059,porcentaje_suicidio_3059
05147,CAREPA,8,ANTIOQUIA,18691,.042801347
05051,ARBOLETES,5,ANTIOQUIA,11096,.045061283
05059,ARMENIA,1,ANTIOQUIA,2130,.046948358
05649,SAN CARLOS,3,ANTIOQUIA,6332,.047378395
05756,SONSON,7,ANTIOQUIA,14676,.047696922
05154,CAUCASIA,17,ANTIOQUIA,34748,.048923679
05091,BETANIA,2,ANTIOQUIA,4074,.049091801
05697,EL SANTUARIO,7,ANTIOQUIA,13799,.050728314
05380,LA ESTRELLA,18,ANTIOQUIA,34027,.052899167
05318,GUARNE,13,ANTIOQUIA,24482,.053100236
05129,CALDAS,20,ANTIOQUIA,37091,.053921435
05679,SANTA BARBARA,6,ANTIOQUIA,10830,.055401661
05209,CONCORDIA,5,ANTIOQUIA,8733,.057254095
05854,VALDIVIA,3,ANTIOQUIA,5083,.059020262
05264,ENTRERRIOS,3,ANTIOQUIA,4839,.061996281
05148,EL CARMEN DE VIBORAL,16,ANTIOQUIA,25668,.062334426
05425,MACEO,2,ANTIOQUIA,3202,.062460963
05761,SOPETRAN,4,ANTIOQUIA,6341,.063081533
05607,EL RETIRO,7,ANTIOQUIA,10896,.064243756
05400,LA UNION,6,ANTIOQUIA,9080,.066079296
05266,ENVIGADO,74,ANTIOQUIA,111661,.06627202
05440,MARINILLA,19,ANTIOQUIA,27810,.068320751
05631,SABANETA,29,ANTIOQUIA,41527,.069834083
05658,SAN JOSE DE LA MONTANA,1,ANTIOQUIA,1430,.069930069
05044,ANZA,2,ANTIOQUIA,2808,.071225069
05376,LA CEJA,21,ANTIOQUIA,29073,.072231971
05088,BELLO,174,ANTIOQUIA,235735,.073811695
05490,NECOCLI,11,ANTIOQUIA,14811,.074269123
05001,MEDELLIN,797,ANTIOQUIA,1071453,.074384972
05495,NECHI,7,ANTIOQUIA,9037,.077459335
05792,TARSO,2,ANTIOQUIA,2535,.078895465
05212,COPACABANA,30,ANTIOQUIA,36204,.08286377
05591,PUERTO TRIUNFO,7,ANTIOQUIA,7712,.090767637
05628,SABANALARGA,3,ANTIOQUIA,3282,.091407679
05541,EL PENOL,8,ANTIOQUIA,8715,.091795757
05145,CARAMANTA,2,ANTIOQUIA,2016,.099206351
05686,SANTA ROSA DE OSOS,15,ANTIOQUIA,15045,.099700898
05107,BRICENO,3,ANTIOQUIA,3004,.099866845
05206,CONCEPCION,2,ANTIOQUIA,1969,.10157441
05615,RIONEGRO,66,ANTIOQUIA,62005,.10644303
05313,GRANADA,4,ANTIOQUIA,3701,.1080789
05576,PUEBLORRICO,4,ANTIOQUIA,3410,.11730205
05347,HELICONIA,3,ANTIOQUIA,2324,.12908778
05353,HISPANIA,3,ANTIOQUIA,2235,.13422818
05321,GUATAPE,5,ANTIOQUIA,3594,.13912076
05055,ARGELIA,5,ANTIOQUIA,2840,.17605634
05002,ABEJORRAL,18,ANTIOQUIA,8397,.21436228
