nivl_vl,id_nivl,nvl_lbl,X,Y,code5,depcode,nvl_vl_,nvl_l_2,nvl_label,idx1_servicio1,idx1_servicio2,idx1_servicio3,idx2_Adultez1,idx2_Adultez2,idx2_Adultez3,idx3_climatico1,idx3_climatico2,idx4_Capacidad1,idx4_Capacidad2,idx5_viviendas1,idx5_viviendas2,idx5_viviendas3,idx6_crecimiento1,idx6_crecimiento2,idx6_crecimiento3,idx6_crecimiento4,idx6_crecimiento5,idx7_gini1,idx8_demografica1,idx8_demografica2,idx9_infnin1,idx9_infnin2,idx9_infnin3,idx9_infnin4,idx10_juventud1,idx10_juventud2,idx10_juventud3,idx10_juventud4,idx10_juventud5,idx11_pobreza1,idx11_pobreza2,idx12_salud1,idx13_saludmental1,idx13_saludmental2,idx14_seguridad1,idx14_seguridad2,idx15_vejez1,sub_grp
05893,mpio,Yondó,-74.1591850871306,6.924952641125988,05893,05,5893,Yon,yondo,0.06953501153236236,2.555054113674225,-0.09635705858846065,-1.835508567988169,6.470935934979127e-4,0.20405133354403357,-0.41087500502920926,-0.9638452478807694,0.4228022009112107,-1.1345419286525147,-0.1287904115810133,-0.0861398032913416,1.0855644915395068,1.3984617537310602,1.030381825399771,0.8520755446869609,-2.1167228017972275,-2.589583783927912,0.7228022234386884,-0.09131980284203091,0.6190443633316901,0.29414736794033297,-0.9023627619454788,-0.9972713768200782,-1.214494695278736,0.8981754777650605,-0.056449704896869464,0.7596173514281264,1.4009540387785964,-1.2771246386484076,0.11323411547343053,-0.9315413610398179,-0.3384861542647134,0.013417683140588174,0.5465503904911033,-1.1228967298829728,-0.06241114048768859,-0.1563249641629581,Vulnerable - Media
05895,mpio,Zaragoza,-74.85727639831647,7.474121234219121,05895,05,5895,Zar,zaragoza,-4.673488645132798,-0.034692550570827,-0.06170826601559312,0.13626894907670506,-0.734559620110867,0.013456303076046191,0.8670137003737517,-1.151478005120336,-0.12205178892966788,-1.3803962325109667,-0.34795202548619536,-1.3600081385000393,0.28029838326242706,1.144394237675021,-0.5968487028791268,0.2996096532123278,1.6998649763640847,0.6060278241322662,0.9174704546474944,-0.2230646452296868,0.298219120587644,-0.0939136885741721,1.1946096971847084,0.3380335664203037,-1.6880667833710923,-0.3674883297732403,0.7434874986322716,-1.069583407931129,0.39927844430029347,0.23006491892869707,0.15104114173569427,-1.329304096668359,0.7583281867404615,0.7572586291401341,-0.4175491154450345,-0.5539993843963998,0.25485539565631105,0.8140746063487823,Vulnerable - Alta
05045,mpio,Apartadó,-76.56706680254926,7.897074436040532,05045,05,5045,Apa,apartado,0.2678540806107344,-0.9186147848958681,-0.728869746816894,1.1495364511299309,2.0636268931239585,-0.5710685727889864,-0.3284348694646262,0.8437634156345126,2.608831056477524,1.9860199646722627,-0.7964536811930423,1.201432967338467,-0.988300767566644,-0.6655909500333863,0.9183894169627519,-1.3878924333997007,-0.6007328049232734,0.5067614057052096,0.9871389844253069,1.7500264615856016,-0.7473332388095673,0.4387386912138731,0.15660104776166228,1.115895079719152,1.0522977294144558,1.8703523385949743,-1.31671665194209,-0.6170854245334041,1.4316372521620804,0.06532092806271306,0.7404058641878731,1.6558892323679493,0.8426893568160522,0.45270154148460495,0.09509604482255912,-0.848512737424807,1.3560530182631112,0.46072764075924666,Vulnerable - Alta
05051,mpio,Arboletes,-76.41522867595302,8.612251717517433,05051,05,5051,Arb,arboletes,0.2340992534195815,-0.27581293120646894,0.6763461882290535,-1.017029619170685,0.07432733601013303,2.1913805168746716,-0.14717136909654638,2.23038453576442,-1.1338972212634202,0.6943336070216183,1.7351717971307274,1.5150450167129337,-0.4410747506882447,-0.030137361610892654,-1.1759196508790695,-0.14535703354461318,-0.851370715468833,0.20918065592669127,0.5585577387709421,-0.4436370451360064,0.5882662524438226,0.25220115217498074,-0.5021114912479294,0.7313792409374471,-1.0441458725678172,-0.20663746358074436,0.06939987802553631,-0.05587581989540548,-1.3552413803172907,1.0609828832200132,-1.5234710020223559,-0.5306326928600059,-0.7418755814321221,0.1057972223957461,0.6792116258359464,1.5675007820131104,0.5153091406525471,-1.010755775024896,Vulnerable - Media
05120,mpio,Cáceres,-75.22433705064566,7.665837684237721,05120,05,5120,Các,caceres,0.23432502603966932,1.8701930240851325,-0.9552563021921135,-0.7878806747786744,-0.40994233225641763,-0.006528449053714625,-0.5745847524919507,1.480517600524387,-0.1923596268529682,-0.12329976729659865,0.04470121269091239,-0.3822925450356169,-0.7939933871591662,-0.08654281666867797,-1.0355005091870686,1.1080016283661982,0.1724886867813421,-0.0621806736363785,0.41131046398667637,-0.7249397307918953,1.484578509988189,0.04662612952140557,-1.0113403347445133,-0.8830059482534105,-1.3041459911235147,-0.08733215702151416,0.06484915380007708,0.480236878892782,-0.39525406399900564,-0.20060556716643496,-0.14226123331756685,-1.2765790132619377,-0.27659071449993305,-0.47768971597496523,1.2103495112777767,-0.47908568330463114,-2.0749139921504973,0.041384248454495814,Vulnerable - Media
05147,mpio,Carepa,-76.65715946423613,7.788864134813334,05147,05,5147,Car,carepa,0.2505861108615269,-0.27662296607982495,0.6788256544807122,-1.7878024200721403,0.48944600370655744,-1.511085067534066,-0.34881607879145177,0.07458661269067315,0.4394205336807365,0.33048004090358607,-0.740789256994629,0.5649590511787419,-1.0568331619194615,-0.11320738751770042,0.5310885274950262,-1.5883479499497541,-1.3063010614712713,-0.13278254523757702,-0.21129967218202303,1.371648865008173,-0.45739222226965115,0.17318090292226088,0.3634341955758513,1.281535665668419,0.7296631014065135,1.2202419807166893,0.0040272864115800866,-0.6688205745913411,0.48495900830414657,-0.30462402607210665,0.04642135463959038,1.1843891274327318,-0.1703473044453927,0.9561331355575294,0.33665612785841115,-0.006299397351070391,0.9055534804379674,0.8760171051222633,Vulnerable - Alta
05154,mpio,Caucasia,-75.03518926247135,7.868438265094053,05154,05,5154,Cau,caucasia,0.2725685874507872,-0.27770301257763297,0.6821316094829296,0.6002279027207538,-0.1436628447669939,-0.23524080544902842,0.3706430321832382,0.948621294222642,0.2761547038269596,0.49788152238331834,-0.7558755123973165,0.14577581351587102,-0.6746055805755043,-0.03841744637544338,1.09764154860587,-0.9362322867707265,1.193403903261846,0.7009429609790006,0.7017886178503283,0.35960503538042016,-0.7020390588179771,0.5359322441915837,-0.19745431479041453,0.2975025651471309,0.6960346132588046,1.0104522036228407,-0.8501639149235191,1.65776625842351,1.1427085681466715,0.8615083918186274,1.255418545842947,0.13777076102033506,0.3551533296852543,1.2660579622188533,0.2238943317745693,-0.5692534234732302,0.18067239701878346,-0.17727680336942042,Vulnerable - Alta
05172,mpio,Chigorodó,-76.6404373820565,7.631141978637091,05172,05,5172,Chi,chigorodo,0.2835598257454174,-0.27824303582653703,0.6837845869840383,0.6451491947679141,1.689069577783315,-0.5995961755133061,-0.1771016538913255,-0.3266752544543795,-0.14086733038833987,-0.8050290782758599,-1.0262713919155373,-0.029053302679042617,0.12663980684836343,-0.6348879610411213,0.3394332964684603,-1.1713419705533406,-0.4307031711764879,-0.045511541425780434,0.7839292440217578,0.7943213906330022,-0.8598085143258435,0.40723131882864333,0.02598392469018836,1.0550130772439161,0.6548495420219149,0.45273119889265884,-0.7420023238648988,-0.6355333277696579,0.5097248326540259,-0.9105571159645416,0.19537998362777875,-0.102722261296692,0.36616867894414734,1.3376832276910227,-1.0073461275165783,0.11736858640504431,0.09665452511461183,0.4929947554532494,Vulnerable - Alta
05234,mpio,Dabeiba,-76.31485465818015,6.992815188030559,05234,05,5234,Dab,dabeiba,0.261577349156157,-0.277162989328729,0.6804786319818231,1.4821920795448094,-0.006326218926477967,-0.023825361939204714,-1.3217347702269258,0.13343631046400123,0.21730012575889227,-0.7894134505685606,-0.4603508332586372,-0.10205595104005914,1.3322908189760283,-0.7966887750093523,0.10934305353908849,-0.8504156860403019,1.6987003724795415,-2.2130585326194727,-0.8823078006658658,-1.0380410161325206,-1.020708540306516,0.1895401692035836,-0.7881834038950486,-0.4212210063101301,-0.11737944568774829,-0.4009750387674529,-1.0725703887242248,0.35504081681534244,-0.5823131115713355,-1.355966683071919,-0.6398186927354489,-0.6429451692772395,-0.5209130237070316,-0.9115148983660633,-1.2165481439770731,0.19943604132810339,-1.3170998210240537,-0.5619703380004144,Vulnerable - Media
05250,mpio,El Bagre,-74.66358838394656,7.702429952952268,05250,05,5250,El,el_bagre,0.2642334639955825,2.978271942139814,0.5824151848589877,0.23922220893197255,0.41681424440369746,0.8147554875785342,0.11634284720673789,0.8840120595609211,-0.17031970413141878,-0.975727068762786,0.3017883021404474,-0.3472519238035885,-0.9074480166887161,-0.6935591231546603,1.0813628641000574,0.9073550533396644,-0.023744955328153242,0.7681499953399796,-1.262487245428463,-0.15317371141197697,0.8013650117276936,0.6374760909422453,-0.1311252799995546,-0.6944428383033944,-0.8503971563248174,-0.37406499662467124,0.08471427559302698,0.39315174480110215,-0.790786086869804,0.5421252975671764,0.18967930567984656,-0.6953997246416601,0.8883541540106887,-0.5710637261024825,0.8572106793367863,-0.34435732118131374,0.08239916708035368,0.7337473375167364,Vulnerable - Media
